response_id,last_use,usage_experience,skill_level,lenof | _Lenof,lengthof | _Lengthof,countof | _Countof,nelemsof | _Nelemsof,nelementsof | _Nelementsof,extentof | _Extentof,"`_Keyword` and &lt;stdkeyword.h&gt;",Just `_Keyword`,Lowercase `keyword`,_Lengthof keyword; no macro in header,_Lengthof keyword; lengthof macro,lengthof keyword; no macro in header,_Extentof keyword; no macro in header,_Extentof keyword; extentof macro,extentof keyword; no macro in header,_Lenof keyword; no macro in header,_Lenof keyword; lenof macro,lenof keyword; no macro in header,_Countof keyword; no macro in header,_Countof keyword; countof macro,countof keyword; no macro in header,_Nelemsof keyword; no macro in header,_Nelemsof keyword; nelemsof macro,nelemsof keyword; no macro in header,nelementsof keyword; no macro in header,comment
539,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,1,3,5,-1,-3,-1,1,-1,3,-1,1,1,-3,-1,-1,-1,1,1,1,3,5,-3,-1,-1,-3,
540,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,3,1,-1,-1,-3,-1,-1,3,1,-1,3,-3,-3,-1,1,-1,3,1,-1,3,-1,-3,-1,-1,
541,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,-3,1,3,-5,-5,3,1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,1,5,-3,-3,1,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
543,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,1,3,3,-3,-5,5,5,-5,1,-3,3,1,-3,5,1,-3,1,1,-3,3,1,-5,-3,-3,-3,
544,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,5,1,-3,-5,-3,1,-1,3,3,5,5,-5,-5,-3,-1,1,3,-1,1,3,-5,-3,-3,-3,"The word ""length"" is already used for the same concept in ""variable length array"", so it is my preference for consistency alone."
545,Recently (0 to 2 years ago),2 to 5 years,Just Reading / Just Learning,1,1,5,-3,-5,-3,-5,1,5,1,-1,3,-1,-3,-1,-1,-3,1,-1,-3,5,-1,-5,-3,-3,
546,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,1,1,-1,1,-3,1,-3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,3,5,-3,-1,-5,-3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
548,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,-3,-1,5,3,5,0,0,5,-5,-5,-5,-1,1,5,-5,-5,-5,-3,-3,-1,1,1,5,3,funneh gote nerd
549,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,5,-1,-3,-1,-5,5,1,-1,3,5,1,-5,-5,-5,-1,1,0,-3,-1,-3,-5,-3,-5,-1,"The objection that ""_Lengthof"" would be confusing with strings (because strlen() wouldn't give the same result) is not serious. It's already the case with sizeof(), and caveats related to null-terminated strings are something *first year students* of C are made aware of. _Lengthof() is by far the most intuitive name."
550,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,5,-1,3,1,-1,3,1,5,-5,3,1,-1,3,1,-1,5,3,-1,3,3,-1,1,1,-1,-1,Maybe put the macro in stdc2y.h header
551,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,3,3,-1,-1,-1,-1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,3,3,5,-3,-5,-3,5,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
553,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,1,3,1,1,-1,-3,-1,-1,3,0,0,5,-3,-3,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,
554,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,3,5,-1,-5,-3,1,1,-1,3,1,3,5,1,1,3,-1,-1,1,-1,-1,-1,-3,-3,-5,-3,
555,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,5,5,5,-1,-1,-1,-1,5,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,5,-1,
556,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,1,5,3,-1,-1,-1,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,5,3,1,-5,-3,-5,0,0,0,1,5,1,-3,-3,-3,1,5,1,-3,-3,-3,-5,-5,-5,-5,
558,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,5,-1,1,-5,-1,3,1,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
559,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,3,5,-5,-3,1,5,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"There really does need to be a way to do this, portably, without double-evaluating a macro argument."
560,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,-1,1,-5,-5,-3,-3,-3,3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-1,-1,3,-5,-5,-3,-3,
561,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,-3,3,5,-5,-5,-5,-5,-5,5,-5,-5,5,-5,-5,5,-5,-5,5,-5,-5,5,-5,-5,5,5,
562,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,3,1,-1,3,-3,-3,-5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
563,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,5,-1,3,-1,-3,3,-1,-5,3,-5,-3,-3,-5,-1,-1,-1,3,3,-1,3,3,-3,-3,-3,-3,Please make using it with a pointer a compilation error. It should only work with array types.
564,Recently (0 to 2 years ago),Recently (0 to 2 years),Just Reading / Just Learning,3,1,-3,-5,-5,-5,-3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
565,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-5,-5,5,1,-3,1,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
566,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,1,5,3,-1,1,-1,5,3,1,3,5,1,-1,-1,-1,3,5,1,3,5,1,-1,-1,-1,1,"It becomes more useful if array length can be implicitly passed for pointer-to-array arguments, so that calling foo(int (*arr_ptr)[]) with &caller_array will generate code to pass the length of caller_array, which can be obtained inside foo as _Lengthof(*arr_ptr)."
567,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-3,1,1,-3,-1,-3,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,5,-3,-3,-5,-5,-5,-5,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
569,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,-3,5,-3,-3,3,3,-5,5,-3,-1,1,-3,1,3,-3,-1,1,-3,3,5,-5,-3,-3,-3,"I believe that ""countof"" is the best name for this keyword. Most of the projects I am involved with define this as a macro, but I am ready and waiting for the day when I can remove those definitions. To me, that tiny burden of removing that old macro is absolutely worth getting a pure and beautiful ""countof"" with no headers involved. Thank you for asking!"
570,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,3,5,-5,-5,-5,3,5,1,3,1,1,-3,-3,-3,-3,-3,-3,5,3,5,-5,-5,-5,-5,"Thank you for your efforts, Björkus Dorkus x)"
571,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,1,5,-3,1,3,1,-5,5,-5,-1,1,-5,3,5,-5,-3,-3,-5,3,5,-5,-1,-1,1,
572,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,3,1,3,-5,-5,-5,5,-3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
573,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,1,5,1,-3,-1,-5,-5,-3,3,-5,-5,5,-5,-5,-1,-5,-5,-3,-5,-5,-1,-5,-5,-3,0,
574,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-5,-5,5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,
575,Recently (0 to 2 years ago),Recently (0 to 2 years),Academic / Research Software Development,3,1,3,-3,-3,-1,-1,3,5,1,-1,1,0,0,0,-1,-1,5,-1,-1,5,-3,-3,-3,-3,
576,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,1,5,-5,-5,-5,5,-1,1,-1,1,-1,-5,-5,-5,-3,-1,-3,3,5,3,-5,-5,-5,-5,
577,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,3,5,-1,3,-3,5,-5,1,-3,3,-5,-3,3,-5,-3,3,-5,-3,5,-5,-3,1,-5,5,
578,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,3,1,-1,-1,1,-3,-1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
579,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,5,3,-5,-5,-5,-3,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
580,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,5,1,3,0,-3,-3,3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
581,Recently (0 to 2 years ago),30+ years,Software Mentor; Professor / Teacher; Trainer,-1,-1,5,-3,-5,-5,3,-1,-1,-1,-1,-1,-5,-5,-5,-3,-3,-3,1,5,1,-5,-5,-5,-5,
582,Recently (0 to 2 years ago),20 to 30 years,Software Mentor; Professor / Teacher; Trainer,-5,-5,-3,-5,-5,-5,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sizeof_array(x)
583,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,5,3,-3,-3,-5,5,-3,3,-1,5,3,-3,-1,-1,-1,3,1,-1,1,-1,-3,-3,-5,-3,
584,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,5,3,0,-5,-5,-3,-5,5,0,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,
585,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,0,0,5,0,0,0,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-5,5,-5,-5,-5,-5,"Don't mess up C with garbage, countof is the way!!!"
586,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,1,5,0,-5,-3,-3,-3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
587,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,-3,5,-5,-5,-3,-3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
588,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,3,1,3,-3,-3,1,3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Please make also something to count the elements in an enumeration.
589,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-5,5,-1,-3,5,5,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
590,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,5,5,-5,-5,-5,0,0,5,1,1,5,-5,-5,-5,-5,-5,-5,1,1,5,-5,-5,-5,-5,
591,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,5,-1,1,-1,-5,-5,-5,-3,5,-1,-5,1,-1,-5,-5,-1,-5,5,-1,-5,3,-1,-5,-1,-5,
592,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,1,5,-3,-3,-3,1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
593,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-5,1,5,-3,-5,3,-5,3,5,-1,-3,1,1,-1,5,-5,-5,-5,5,3,5,-5,-5,-5,-5,
594,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,1,5,3,-3,-3,-3,1,-1,5,1,3,5,-3,-3,-3,-1,-1,-1,1,3,3,-3,-3,-3,-3,
595,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,3,1,-3,-3,-3,-1,-3,5,-1,1,3,-3,-1,1,-1,1,5,-1,1,3,-5,-3,-3,-3,Thank you for moving this functionality out of macros and into the base language.
596,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,1,5,0,0,0,1,-5,5,-3,-1,1,-5,-5,-5,-3,1,3,-3,3,5,-5,-5,-5,-5,
597,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,1,5,-5,-5,-3,5,-3,-5,-5,1,-3,-3,-3,-5,-1,1,-5,-1,3,0,-5,-3,-5,-5,"Personally I do not see the need for a ""compute the number of elements in this array"" operator. However, if it were to be added, I would strongly prefer it to use a reserved symbol (e.g. _Countof) instead of a bare `lowercasekeyword`, with an accompanying macro in a header."
598,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,5,0,1,3,-1,-1,0,1,5,-3,-3,-3,-3,-3,-1,-1,1,5,-3,-3,-1,-1,-1,3,-5,
599,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,1,3,-5,-5,-5,-5,-5,5,-5,-1,1,-5,-5,-3,-5,-3,-3,-5,1,3,-5,-5,-3,-3,
600,Recently (0 to 2 years ago),20 to 30 years,Academic / Research Software Development,-1,-3,3,0,-1,1,3,-1,-1,-1,-1,-3,-1,1,-1,-3,-3,-3,1,3,-1,-3,-1,-1,-1,
601,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,1,3,1,-1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
602,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,1,-1,-1,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
603,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,5,-3,-3,-3,-3,1,3,-3,3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,
604,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,5,1,-5,-3,-5,1,3,5,3,3,5,-3,-3,-3,1,1,3,-1,-1,1,-5,-5,-5,-5,
605,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,-1,3,-3,-3,-3,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
606,Recently (0 to 2 years ago),2 to 5 years,Academic / Research Software Development,3,5,3,-5,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
607,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,1,3,5,-1,1,0,3,-3,5,-3,3,3,-3,0,0,-3,-1,-1,-3,5,5,-5,-3,-3,-1,
608,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,1,-1,-3,-1,-5,5,-5,-1,1,-5,-3,-3,-5,-3,-1,-5,1,5,-5,-3,-3,-3,
609,Recently (0 to 2 years ago),5 to 10 years,Software Mentor; Professor / Teacher; Trainer,-5,3,1,-5,-5,5,3,-5,5,-5,3,3,-5,3,5,-5,-5,-5,-5,1,1,-5,-5,-5,-5,
610,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,1,-1,-3,-5,-1,-1,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Thank you for your hard work! &lt;3
611,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,1,-1,1,-3,-3,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arrlen!  named after `strlen` because they're used very similarly.
612,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,3,5,-3,-5,-5,-5,5,-5,3,-3,5,3,-5,-5,-5,-3,5,3,-5,-5,-5,-5,-5,-5,-5,"Fixing the conflict for most codebases will be a simple replace. I think it's more important to have a clean interface than to try and accomodate everybody. Like it or not, newbies care what the code ""looks"" like and will choose something else if they don't like the syntax."
613,Recently (0 to 2 years ago),10 to 20 years,Academic / Research Software Development,-1,5,3,-1,1,3,5,3,1,3,5,5,3,3,3,-1,-1,-1,3,3,3,-1,-1,-1,1,
614,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,-1,5,1,-3,-5,-5,-5,-5,5,-5,-5,5,-5,-5,5,-5,-5,5,-5,-5,5,-5,-5,-1,5,
615,Recently (0 to 2 years ago),10 to 20 years,(Used to) Attend Standard Committee Meetings,-1,5,-1,-5,-3,3,5,-1,3,1,3,5,1,3,5,-3,-3,-3,-3,-3,-1,-5,-5,-5,-5,
616,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,3,3,5,-3,-5,-5,-1,1,3,-3,-5,-1,-5,-5,-3,1,-1,3,1,-1,5,-3,-5,-5,-5,"My code refers to this operation as some variant of ARRLEN..ARRAY_LENGTH, but consistency with existing language constructs suggests 'countof' as the most obvious solutipn"
617,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,5,-5,-3,1,5,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
618,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-1,1,5,-5,-5,-3,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
619,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,3,-1,1,-3,-5,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
620,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,5,-1,0,3,1,-3,1,-5,5,-5,3,5,-5,3,5,-5,3,5,-5,5,0,-5,3,5,5,
621,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-3,3,5,-5,-3,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lengthof is familiar and apparent but heavily overloaded by domain specific terminology (length of vector, length of line, length of string, length of video, etc); countof is less overloaded while still familiar and apparent; extentof may be too technical for the general purpose nature of C; cryptic abbreviations have no place in modern time"
622,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,-3,3,1,-1,-1,-1,3,1,-3,3,5,-3,1,1,-3,-1,-1,-3,1,3,-3,1,1,-1,-1,"I'm personally perfectly happy with sizeof array / sizeof *array; I've never defined a macro for this concept. I'd like to have a good reason to use a new keyword besides just doing preprocessor work that everyone can do at home; the double evaluation of the thing whose size is being taken is, in my experience, never an issue."
623,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-3,3,-5,-5,5,3,-1,3,-3,-3,-3,1,3,5,-5,-5,-5,1,3,3,-5,-5,-5,-5,"The symmetry with C++'s std::extent and std::rank tips me in favor of that solution. Without consideration of C++, _Countof/countof is equally apealling. None of the proposed solutions conflict with my personal code (I've never used, or even encoutered as far as I remember, variables with names like ""&lt;noun&gt;of""), so no problem for me going straight to the lowercase keyword."
624,Recently (0 to 2 years ago),20 to 30 years,Academic / Research Software Development,3,-1,3,1,-1,1,3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
625,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,-1,5,-5,-1,-3,-5,-3,5,-5,-5,-3,-5,-5,-3,-5,-5,-5,-5,-5,5,-5,-5,-5,-3,
626,Recently (0 to 2 years ago),5 to 10 years,Hobbyist / Personal Projects,1,3,5,-3,-5,-1,3,1,5,1,3,3,-3,-1,-1,-1,1,1,3,5,5,-5,-3,-3,-5,
627,Recently (0 to 2 years ago),10 to 20 years,Software Mentor; Professor / Teacher; Trainer,-1,3,5,-3,1,-5,5,3,-1,1,3,-1,-3,-1,-3,-3,-1,-3,3,5,3,-1,1,-1,3,
628,Recently (0 to 2 years ago),10 to 20 years,(Used to) Attend Standard Committee Meetings,-5,-5,5,5,5,-1,3,1,5,-5,-5,-5,-1,-1,-1,-5,-5,-5,5,5,5,5,5,5,5,
629,Recently (0 to 2 years ago),20 to 30 years,Professional / Industrial Software Development,-5,-3,5,3,1,-1,3,-5,5,-5,0,0,-5,0,0,-5,0,0,-5,3,5,-5,0,0,0,
630,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,3,5,1,-5,-5,-1,-1,1,5,1,-1,5,-3,-3,-1,1,-1,3,-1,-1,1,-5,-5,-3,-3,
631,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,3,1,5,-3,-3,-5,3,-1,5,0,0,0,-5,-5,-5,1,3,3,3,5,5,-1,-1,-1,-1,
632,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-5,-1,5,-5,-5,-5,-1,-3,3,0,0,0,0,0,0,0,0,0,-1,1,3,0,0,0,0,
633,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,0,0,5,0,0,0,0,0,5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-1,-1,
634,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,3,5,3,-1,-5,-5,-5,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
635,Recently (0 to 2 years ago),10 to 20 years,Hobbyist / Personal Projects,-3,5,-5,-5,-5,-5,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
636,Recently (0 to 2 years ago),Recently (0 to 2 years),Hobbyist / Personal Projects,5,3,5,-1,-3,1,3,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
637,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,-1,1,-5,-5,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thank you for pushing practical improvements to C.
638,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,3,3,-5,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
639,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-5,-3,5,-5,-5,-3,3,-5,5,0,0,0,0,0,0,0,0,0,-3,3,5,0,0,0,0,"Shouldn't language versions be able to make breaking changes, as users can pin the -std option until they sed their codebase ? Besides, camelCase or snake_case convention in user code should reduce risks of breakage. In the next-to-best case, it's a one line deletion for the redundant macro (I use countof(), though it wouldn't have been an issue at all if all my macros were SCREAMING_CASE)."
640,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,3,5,-5,-5,3,5,-5,-5,-5,3,-5,-5,3,5,-5,-5,-5,3,-3,3,-5,-5,-5,-5,extentof over countof if a rankof is also added at the same time
641,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-3,3,5,-5,-5,-1,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
642,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,3,1,5,-3,-5,-5,3,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
643,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,-1,5,3,-3,-3,-3,5,-5,3,-5,5,1,-3,-3,-3,-5,1,1,-5,-3,-3,-5,-5,-5,-5,
644,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,-1,3,5,-3,-5,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-1,1,5,-3,-1,-5,-3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Under the premise that the time spent actually typing code is far, far, smaller than the time spent reading and thinking about code, arguments about how long an identifier takes to type are null and void (especially with IDE autocompletion). So, why not use a prefix? This will reduce collisions with existing code, with the side benefit of readability. For example array_count."
646,Recently (0 to 2 years ago),2 to 5 years,Hobbyist / Personal Projects,1,3,5,-1,-3,1,3,-3,5,-5,1,3,-5,1,3,-5,1,1,-5,3,5,-5,-3,-3,-3,"Please keep the language style/syntax consistent. Do not be afraid to create new explicit keywords, I do not see a point in _Capital type keywords since you already moved from _Bool to bool, try to keep it consistent. If you must use it, at least provide a macro."
647,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-1,1,5,1,-5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
648,2 to 5 years ago,10 to 20 years,Professional / Industrial Software Development,3,3,5,1,-1,-3,0,0,5,1,1,3,-1,-1,-1,1,1,3,3,3,5,-3,-3,-3,-3,countof() needs the least explaination
649,2 to 5 years ago,20 to 30 years,Professional / Industrial Software Development,-5,3,3,5,-5,-5,-5,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
650,Recently (0 to 2 years ago),10 to 20 years,Professional / Industrial Software Development,-5,-3,5,-1,1,1,3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"For my tastes, ""countof"" strikes the right balance between readable, spellable & ""sizeof-homogeneous"".  ""lenof"" and ""nelemsof"" cause brain-parsing errors, ""lengthof"" sounds very ambiguous (cf strlen), ""nelementsof"" is ""readable enough"" but still below my personal threshold.  I appreciate ""extentof"" building on C++'s prior art but having to contend with ""rankof"" feels like unduly increasing the ""budget"" for this feature (in standardization effort & programmer learning); wondering if multi-dimensionality is so common that it should gate the standardization of sizeof(𝒜)/sizeof(*𝒜).  A false dichotomy, perhaps, if ""rankof"" proves Not Too Hard™ to ""furnish"" 🫣"
651,,,,-1,5,3,-5,-5,-5,1,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
652,5 to 10 years ago,2 to 5 years,Professional / Industrial Software Development,1,1,5,-5,-5,1,-3,-5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,
653,Recently (0 to 2 years ago),30+ years,Professional / Industrial Software Development,-1,3,5,-3,-5,1,3,-5,1,-5,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,Elegant is good. Real words are good. Leading underscores are bad.
654,Recently (0 to 2 years ago),5 to 10 years,Academic / Research Software Development,-5,-5,-5,-5,-5,-5,-1,-3,1,-5,-5,-3,-5,-5,-3,-5,-5,-3,-5,-5,-3,-5,-5,-3,-3,
655,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-5,-5,5,-5,-5,3,5,-5,3,-5,-5,-5,1,5,3,-5,-5,-5,1,0,5,-5,-5,-5,-5,
656,Recently (0 to 2 years ago),5 to 10 years,Professional / Industrial Software Development,5,3,-1,-3,-5,-5,3,-5,5,0,0,0,-5,-3,-3,-1,3,5,0,0,0,-5,-3,-3,-5,
657,2 to 5 years ago,5 to 10 years,Hobbyist / Personal Projects,-1,1,5,1,-3,-5,-1,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
658,Recently (0 to 2 years ago),2 to 5 years,Professional / Industrial Software Development,-3,3,-1,-3,-5,5,5,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
